1.175326 1.241207 1.319938 1.098816 0.165265 -0.154256 0.205906 1.879601 0.335561 0.381636 0.385903 -0.908589 -0.382318 0.296728 0.735604 0.485852 0.746314 0.958412 0.638419 1.100347 1.129794 1.013316 0.771964 1.005247 1.192401 0.640382 1.177725 1.100699 1.303078 0.929709 -0.880961 1.127103 0.123140 -0.213486 0.694615 1.606998 1.367804 1.047469 1.272062 0.915184 0.746403 1.402748 1.026353 -1.861354 1.411522 -1.675609 1.500103 0.029326 -0.719648 -0.296540 -0.363879 0.155232 0.430739 1.075281 
0.607217 0.679479 1.076604 0.540971 1.366682 0.564150 1.065819 2.552585 0.885300 0.381636 0.499390 0.008550 -0.277309 0.869606 0.550156 0.041166 0.746314 0.473162 0.174751 0.580918 0.310995 0.731885 0.592531 0.634039 -0.334564 0.346876 0.799054 0.725990 0.873385 0.561879 -1.416794 0.530724 0.123140 0.541285 0.905587 0.365525 0.822214 0.577488 0.412049 0.508885 0.442412 1.222100 1.026353 -1.861354 1.214026 0.985749 1.500103 0.029326 -0.719648 -0.296540 1.640405 0.155232 -0.181427 0.341884 
0.670341 1.066243 1.825322 0.639414 0.828116 0.133106 0.958330 1.767437 1.251792 1.509051 -0.068048 -0.220735 -0.172301 0.984182 -0.006188 0.930537 1.047911 0.323854 0.777519 0.462192 0.565105 0.329842 0.413099 0.634039 0.276222 0.640382 -0.242290 -0.130489 0.185877 0.561879 -2.190775 0.720481 1.204866 0.373559 1.163442 0.508772 1.226092 1.484661 1.023614 0.305735 0.898398 1.482641 1.026353 -1.861354 1.490520 0.676943 1.503214 0.029326 -0.719648 -0.296540 1.640405 0.155232 -0.181427 0.776281 
1.192159 0.789983 1.357373 1.448836 0.330978 0.133106 0.313396 1.206617 1.251792 0.804417 0.839853 -2.513583 0.667768 0.411303 1.662843 0.782309 0.980889 1.331682 0.568869 1.530731 0.678042 1.656586 0.413099 1.005247 1.599592 1.395115 1.461728 1.100699 1.303078 0.929709 -1.297720 1.289751 -0.108658 1.547647 1.366601 1.139058 1.339462 1.430012 1.157394 1.408548 0.518410 0.910351 1.026353 -1.861354 0.917783 -1.378537 1.512547 0.029326 -0.719648 1.628134 -0.363879 0.155232 -0.181427 1.080922 
1.739226 1.692432 2.611477 1.536341 2.319530 2.719367 2.570666 2.103929 1.801530 1.931831 2.088218 2.645327 1.717854 2.129940 2.033738 0.782309 2.891004 1.611634 2.910389 1.916592 2.089765 1.777199 1.579409 1.376454 1.090604 1.395115 1.461728 1.957178 1.560893 1.770465 -0.404665 1.181319 0.818535 1.631510 2.679318 3.421457 2.551098 2.839956 2.667195 1.756804 1.658374 1.417684 -0.973367 -1.822319 1.411522 1.597391 1.515658 -0.504304 -0.719648 -0.296540 3.644690 0.155232 -0.181427 3.230338 
1.272115 1.001782 0.795835 1.164445 1.905248 1.426237 1.065819 -0.139352 1.893153 1.861367 2.428681 -0.220735 1.297819 0.755031 0.735604 2.561050 1.801903 1.369009 1.380287 1.397164 1.525076 1.093725 1.220544 2.107268 1.192401 1.395115 0.799054 0.725990 0.959324 0.561879 0.131168 1.371076 1.668463 1.296056 1.632270 1.167707 0.999353 0.960031 1.023614 1.089313 1.050393 1.416498 -0.973367 -1.861354 1.411522 1.606213 1.518769 -1.037935 -0.719648 -0.296540 1.640405 0.155232 1.655071 1.396847 
0.539886 0.126960 -0.121345 0.606600 -0.041875 0.564150 0.098417 0.084976 1.068546 0.804417 0.385903 0.237835 -1.222386 0.525879 -0.006188 0.782309 0.226897 0.641133 0.197935 0.625441 0.367463 0.410250 1.220544 0.634039 0.683413 0.346876 0.515052 0.297750 0.873385 0.141501 -0.880961 0.774697 0.432205 0.625149 -0.039882 -0.111964 -0.127256 -0.253177 0.278269 0.363778 0.594407 0.792290 -0.973367 -1.861354 0.799286 0.394722 1.518769 -0.504304 -0.719648 -0.296540 -0.363879 0.155232 1.042905 0.020318 
0.952291 0.992574 0.945578 1.022249 0.413834 0.133106 0.958330 1.430945 0.793677 1.297660 1.180316 -2.169656 -0.697343 0.869606 0.921051 -0.403519 0.461472 1.051730 0.476135 1.011302 0.339229 0.852499 0.323383 0.262832 0.887008 0.011439 0.799054 0.297750 0.787447 0.141501 0.190705 0.693372 1.050334 0.541285 0.452387 0.757067 0.808042 0.555628 0.584051 0.450842 0.290417 1.337080 1.026353 -1.861354 1.332524 -0.740458 1.521879 0.029326 -0.719648 -0.296540 -0.363879 0.155232 0.430739 0.612677 
-1.593678 -1.696354 -1.150833 -1.384141 -1.450433 -1.734749 -1.513919 -0.812336 -1.405276 -1.309485 -1.202925 -1.252516 -1.222386 -1.880212 -0.933427 -1.292889 -1.314599 -1.449176 -1.239435 -1.481956 -1.552479 -1.398947 -1.291507 -1.210396 -1.454338 -1.623814 -1.756972 -1.415207 -1.361017 -1.540010 -2.547997 -1.448170 -0.881319 -0.968256 -1.469806 -1.238839 -1.388491 -1.258718 -1.365312 -1.551632 -1.457529 -1.666851 1.026353 -1.705213 -1.669410 1.618358 1.524990 -0.504304 -0.719648 1.628134 -0.363879 0.155232 -0.793593 -1.226455 
-0.533208 -0.674193 -0.608012 -0.399709 -0.497585 -0.585300 -0.009072 0.982288 -0.489046 0.381636 -2.451289 -3.316080 -0.697343 0.411303 -0.191635 -0.107062 -0.443319 -0.254713 -0.497567 -0.339213 -0.451336 -0.393837 -0.663494 -0.096775 -0.130968 0.011439 -0.336957 -0.130489 -0.845385 -0.278877 -0.345128 -0.174088 -0.494988 -0.129622 -0.711868 -0.618103 -0.559477 -0.526422 -0.275962 -0.042521 -0.241567 -0.654794 1.026353 -1.783284 -0.662182 0.686030 1.493882 0.029326 -0.423117 1.628134 -0.363879 0.155232 -0.793593 -0.628455 
-0.693120 -0.655776 0.515065 -0.027812 0.662403 -0.010575 0.098417 1.206617 -0.122554 0.381636 1.407292 -0.106092 -1.852438 -0.161575 -1.118874 -1.292889 0.679292 -0.833281 1.588937 -0.576666 1.129794 -0.956699 -0.125198 0.262832 -0.843552 0.011439 -0.999631 -0.130489 -0.845385 0.561879 -2.428923 -0.418061 -0.185924 -0.800530 0.827449 2.084487 0.730101 1.069329 0.564940 -0.680991 0.062424 -0.958245 1.026353 -1.783284 -0.958426 1.600626 1.493882 1.096587 -0.423117 1.628134 -0.363879 0.155232 -0.793593 0.251620 
-0.074513 -0.711027 -0.926217 -0.552843 0.703832 -0.297938 -0.654006 -2.046141 -0.855538 -1.168558 1.293804 -0.564662 -2.272472 -0.619878 -0.562531 -1.144661 -0.811938 -0.534665 -1.100334 -0.413417 -1.044259 -0.594859 -0.663494 -0.839189 -1.047147 -0.659434 -0.052954 -0.986968 -0.845385 -1.119632 -2.012164 -0.878900 -0.340456 -0.129622 -0.922840 -1.019194 -1.062553 -1.094771 -1.078641 -0.448820 -0.849548 -0.624449 -0.973367 -1.783284 -0.622683 0.144936 1.496993 -1.037935 -0.423117 1.628134 -0.363879 0.155232 -0.793593 -0.938738 
